"","Year","State","State.ANSI","Data.Item","Fertilizer","Value"
"511",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",2
"512",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",117
"513",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",58
"514",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",156
"515",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",73
"516",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",58.3
"517",1994,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",73.7
"518",1994,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",100
"519",1994,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",84
"520",1994,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",98
"521",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","NITROGEN",133000
"522",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","PHOSPHATE",74000
"523",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","POTASH",78000
"524",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",57
"525",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",45
"526",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",47
"527",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",85
"528",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",62
"529",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",65
"530",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.5
"531",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.4
"532",1994,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.4
"533",1994,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",60
"534",1994,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",45
"535",1994,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",46
"536",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","NITROGEN",340000
"537",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","PHOSPHATE",255000
"538",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","POTASH",275000
"539",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",22
"540",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",82
"541",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",20
"542",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",142
"543",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",111
"544",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",119
"545",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",6.6
"546",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.3
"547",1994,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",5.9
"548",1994,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",96
"549",1994,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",92
"550",1994,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",92
"551",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB","NITROGEN",416000
"552",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB","PHOSPHATE",822000
"553",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB","POTASH",607000
"554",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",41
"555",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",89
"556",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",65
"557",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",72
"558",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",144
"559",1994,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",113
"560",1994,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.7
"561",1994,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.6
"562",1994,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.8
"563",1994,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",91
"564",1994,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",91
"565",1994,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",85
"566",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","NITROGEN",55000
"567",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","PHOSPHATE",183000
"568",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","POTASH",146000
"569",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",32
"570",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",87
"571",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",82
"572",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",43
"573",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",144
"574",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",132
"575",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.3
"576",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.7
"577",1994,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.6
"578",1994,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",91
"579",1994,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",91
"580",1994,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",79
"581",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","NITROGEN",6012000
"582",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","PHOSPHATE",1591000
"583",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB","POTASH",1402000
"584",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",19
"585",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",23
"586",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",21
"587",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",280
"588",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",83
"589",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",85
"590",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",14.8
"591",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",3.7
"592",1992,"CALIFORNIA",6," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",4
"593",1992,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",92
"594",1992,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",82
"595",1992,"CALIFORNIA",6," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",70
"596",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","NITROGEN",634000
"597",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","PHOSPHATE",279000
"598",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","POTASH",850000
"599",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",2
"600",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",1
"601",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",2
"602",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",135
"603",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",72
"604",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",181
"605",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",85.9
"606",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",71.9
"607",1992,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",85.9
"608",1992,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",100
"609",1992,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",83
"610",1992,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",100
"611",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","NITROGEN",288000
"612",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","PHOSPHATE",213000
"613",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB","POTASH",228000
"614",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",47
"615",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",48
"616",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",51
"617",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",83
"618",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",64
"619",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",69
"620",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.8
"621",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.3
"622",1992,"NEW YORK",36," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.3
"623",1992,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",89
"624",1992,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",85
"625",1992,"NEW YORK",36," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",85
"626",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","NITROGEN",220000
"627",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","PHOSPHATE",105000
"628",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB","POTASH",136000
"629",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",50
"630",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",44
"631",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",50
"632",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",92
"633",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",59
"634",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",71
"635",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.8
"636",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.4
"637",1992,"NORTH CAROLINA",37," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.4
"638",1992,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",100
"639",1992,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",74
"640",1992,"NORTH CAROLINA",37," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",81
"641",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB","NITROGEN",344000
"642",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB","PHOSPHATE",676000
"643",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB","POTASH",485000
"644",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",46
"645",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",97
"646",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",67
"647",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",57
"648",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",112
"649",1992,"OREGON",41," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",83
"650",1992,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.2
"651",1992,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.2
"652",1992,"OREGON",41," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.2
"653",1992,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",98
"654",1992,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",97
"655",1992,"OREGON",41," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",94
"656",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","NITROGEN",49000
"657",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","PHOSPHATE",175000
"658",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB","POTASH",165000
"659",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",27
"660",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",75
"661",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",79
"662",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",32
"663",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",116
"664",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",115
"665",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",1.2
"666",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",1.5
"667",1992,"WASHINGTON",53," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",1.5
"668",1992,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",97
"669",1992,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",95
"670",1992,"WASHINGTON",53," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",90
"671",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","NITROGEN",1211000
"672",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","PHOSPHATE",473000
"673",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB","POTASH",1442000
"674",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","NITROGEN",12
"675",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","PHOSPHATE",6
"676",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG","POTASH",14
"677",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","NITROGEN",234
"678",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","PHOSPHATE",95
"679",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG","POTASH",279
"680",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","NITROGEN",19.5
"681",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","PHOSPHATE",15.4
"682",1990,"FLORIDA",12," APPLICATIONS, MEASURED IN NUMBER, AVG","POTASH",19.5
"683",1990,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","NITROGEN",96
"684",1990,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","PHOSPHATE",93
"685",1990,"FLORIDA",12," TREATED, MEASURED IN PCT OF AREA BEARING, AVG","POTASH",96
